"title","artist","year","num_words","id","duration_ms","popularity","danceability","energy","loudness","valence","tempo"
"ONE CALL AWAY","Chingy","2004","537","0UNTBB02C1aB55Fu4H63qd","276800","60","0.764","0.821","-5.919","0.962","162.519"
"TURN ME ON","Kevin Lyttle","2004","462","0RmXtDH1cBMGImRrmn5xL6","192106","68","0.677","0.682","-6.879","0.875","106.279"
"THE FIRST CUT IS THE DEEPEST","Sheryl Crow","2004","249","7gN24J8E0pR3G2nsbhkcjw","227400","51","0.498","0.68","-5.34","0.695","160.043"
"YOU DON'T KNOW MY NAME","Alicia Keys","2004","443","6LGwYMXXgURfaequXipzHx","366733","62","0.263","0.663","-8.264","0.25","167.271"
"NUMB","Linkin Park","2004","295","2nLtzopw4rPReszdYBJU6h","185586","82","0.496","0.863","-4.153","0.243","110.018"
"SHE WILL BE LOVED","Maroon 5","2004","333","4llK75pXNWZz6KAho2Gp16","259453","83","0.641","0.667","-5.505","0.51","102.002"
"HEAVEN","Los Lonely Boys","2004","203","2mQ1RBK7s87mdPCzh97RSH","227346","52","0.664","0.862","-5.403","0.782","91.91"
"IT'S MY LIFE","No Doubt","2004","156","2fOxxLz9JVe53itq6pfBak","225866","58","0.597","0.762","-4.431","0.794","126.325"
"PIECES OF ME","Ashlee Simpson","2004","313","7yXibbAYi4to5oQTeO738f","217440","55","0.5","0.802","-4.205","0.739","174.039"
"MILKSHAKE","Kelis","2004","452","2s0ouHqJebHfiQ6C1GUFJd","182626","58","0.891","0.77","-6.124","0.819","112.997"
"SPLASH WATERFALLS","Ludacris","2004","781","2T8hXV9LUZMDBKR5RALGEa","290760","53","0.711","0.843","-6.12","0.683","145.989"
"JESUS WALKS","Kanye West","2004","564","62r62ArmWq38cu6QCVgyTc","193733","64","0.427","0.844","-4.597","0.716","85.346"
"LOCKED UP","Akon","2004","358","0YUrjFy4qFKOO5NhM9tYdV","235066","54","0.823","0.567","-4.392","0.372","89.979"
"STAND UP","Ludacris","2004","631","2CtCwQhY0ZLvr8L2l8Bo6e","213760","59","0.745","0.841","-4.774","0.767","97.909"
"ALL FALLS DOWN","Kanye West","2004","756","2cYZpcIV39X48RnOFM7w2V","223506","70","0.643","0.717","-4.876","0.46","90.893"
"TOXIC","Britney Spears","2004","277","6I9VzXrHxO9rA9A5euc8Ak","198800","79","0.774","0.838","-3.914","0.924","143.04"
"SALT SHAKER","Ying Yang Twins","2004","504","4Kd0FzFpOgIGxlBl4HXuFn","252440","66","0.884","0.697","-6.022","0.322","101.965"
"WITH YOU","Jessica Simpson","2004","293","7pNJ1T9TGbVbNHKaLhhPri","191826","58","0.553","0.756","-4.583","0.605","94.487"
"MEANT TO LIVE","Switchfoot","2004","213","79cAPxneo5AvbNgR6ch3Cj","199813","58","0.396","0.905","-3.948","0.514","151.503"
"SORRY 2004","Ruben Studdard","2004","509","2u34ZVPVlr7hfN7vDr1512","261866","38","0.721","0.472","-7.574","0.462","129.964"
"MY HAPPY ENDING","Avril Lavigne","2004","381","6sqNctd7MlJoKDOxPVCAvU","242413","69","0.414","0.936","-2.407","0.74","170.229"
"ROSES","OutKast","2004","646","6bUNEbXT7HovLW6BgPCBsb","369573","72","0.751","0.708","-5.645","0.509","108.97"
"LOSE MY BREATH","Destiny's Child","2004","514","4dvQg9sD8k9y4qiEURuj8v","242013","61","0.814","0.899","-5.958","0.545","119.011"
"MY BAND","D12","2004","1114","4XHQyvbrBsQaaBUW1VvmsL","298773","69","0.851","0.849","-3.383","0.844","120.014"
"I'M STILL IN LOVE WITH YOU","Sean Paul","2004","626","3MhdH8PxqH1FuQp3HBptUI","273360","69","0.765","0.666","-5.384","0.756","87.002"
"THROUGH THE WIRE","Kanye West","2004","803","4mmkhcEm1Ljy1U9nwtsxUo","221226","68","0.571","0.739","-6.11","0.66","83.089"
"READ YOUR MIND","Avant","2004","291","6cR1U61DMpYbS2TtNTlSvo","263506","63","0.75","0.391","-7.087","0.711","146.191"
"GAME OVER","Lil' Flip","2004","390","79lmvU7Qmc8QpXilbSk37z","232466","50","0.813","0.59","-8.998","0.602","159.961"
"ONE THING","Finger Eleven","2004","214","2BepFzUWfczDk68DXj10w3","279573","56","0.593","0.554","-9.286","0.489","151.953"
"HEADSPRUNG","LL Cool J","2004","671","1GIN41bLhiKeEPeC2vXH8i","267320","54","0.574","0.799","-5.734","0.463","199.804"
"DAMN","YoungBloodZ","2004","641","0tLOX3QEuQJtz4FMLxHh10","297973","48","0.818","0.711","-5.816","0.496","84.03"
"BABY BOY","Beyonce","2004","604","4WY3HyGXsWqjFRCVD6gnTe","244826","68","0.655","0.488","-9.17","0.791","91.025"
"GET LOW","Lil Jon","2004","828","0r2Bul2NuCViraT2zX1l5j","334066","72","0.521","0.625","-7.47","0.136","101.019"
"DROP IT LIKE IT'S HOT","Snoop Dogg","2004","788","2NBQmPrOEEjA8VbeWOQGxO","266066","69","0.881","0.622","-4.149","0.633","91.989"
"STEP IN THE NAME OF LOVE","R. Kelly","2004","751","7lrAsaTw9CTh5uSr0fvHOd","432146","48","0.775","0.53","-6.564","0.775","94.985"
"BREAKING THE HABIT","Linkin Park","2004","262","4HcDu9IGRCvSTJE4yW5Ugv","196906","60","0.579","0.849","-5.218","0.581","100.021"
"LIVE LIKE YOU WERE DYING","Tim McGraw","2004","357","7B1QliUMZv7gSTUGAfMRRD","300333","65","0.416","0.546","-7.728","0.418","159.929"
"REMEMBER WHEN","Alan Jackson","2004","194","1nCSr7oGeUv7sUEoYuAJFF","271280","63","0.558","0.314","-10.623","0.267","125.59"
"EVERYTIME","Britney Spears","2004","198","0dRhSF9LV0HR8Jwd3MMMKJ","230306","61","0.398","0.284","-12.852","0.114","109.599"
"DUDE","Beenie Man","2004","507","5XWjx5tHMsOI7BZh8wjeSu","254866","51","0.71","0.653","-8.305","0.943","94.007"
"WANNA GET TO KNOW YOU","G-Unit","2004","583","1dHJETCn2X1R1YwVlMvSza","265026","60","0.517","0.827","-3.665","0.885","76.968"
"HOLIDAE IN","Chingy","2004","757","0FmCLEHfINGqwlyzvklNqy","314400","62","0.81","0.791","-5.909","0.948","153.067"
"LET'S GET IT STARTED","Black Eyed Peas","2004","598","3qK8x4GZcIkzTz9JEqvIF5","217213","58","0.784","0.811","-2.218","0.804","104.97"
"WHEN THE SUN GOES DOWN","Kenny Chesney","2004","290","6KbpvmsV6L8JsON1C3JHAV","289973","56","0.797","0.7","-7.876","0.715","104.932"
"AMERICAN SOLDIER","Toby Keith","2004","284","4WygRabom8WGpPb44r40sK","263333","59","0.551","0.559","-8.238","0.3","82.009"
"CHANGE CLOTHES","Jay-Z","2004","528","2LAw3JKJQU8RNJN4Fm0Yio","263440","11","0.927","0.539","-11.202","0.442","104.003"
"DON'T TELL ME","Avril Lavigne","2004","345","0dEQaNYfp5G7Sflek2Qnde","202013","59","0.523","0.795","-2.92","0.484","144.106"
"YOU'LL THINK OF ME","Keith Urban","2004","385","0lZxd99ZIjA0zUdQAY3FXr","231293","59","0.55","0.543","-8.395","0.562","82.761"
"HAPPY PEOPLE","R. Kelly","2004","322","266hoXlxTshUk4XsNQK5to","469200","39","0.828","0.586","-6.274","0.802","97.01"
"HEY MAMA","Black Eyed Peas","2004","643","6W3c6pmDgT04I0Nk87JFyK","214893","49","0.866","0.875","-6.325","0.927","100.171"
"REDNECK WOMAN","Gretchen Wilson","2004","383","5pQtfVIaQvINzl0XIGKNrC","215920","56","0.51","0.847","-4.622","0.74","184.942"
"JUST LOSE IT","Eminem","2004","718","0qcjuYtMWhBjXg0Xwt5SzS","248680","61","0.949","0.646","-3.728","0.927","121.007"
"LETTERS FROM HOME","John Michael Montgomery","2004","350","15cGdiAHmezm0P04jVAjMo","267533","62","0.644","0.626","-7.243","0.388","128.029"
"I GO BACK","Kenny Chesney","2004","358","0Ox458KpvZQ1Kuj9mUNPLL","240346","56","0.513","0.805","-6.918","0.69","89.963"
"IN DA CLUB","50 Cent","2003","663","4RY96Asd9IefaL3X4LOLZ8","193466","73","0.865","0.73","-2.813","0.808","90.096"
"IGNITION","R. Kelly","2003","534","5dNfHmqgr128gMY2tc5CeJ","186066","73","0.795","0.523","-7.165","0.855","133.024"
"GET BUSY","Sean Paul","2003","718","7C86DVl6REN8VPeGEMOf9q","211666","65","0.735","0.824","-4.143","0.726","100.202"
"CRAZY IN LOVE","Beyonce","2003","803","5IVuqXILoxVWvWEPm82Jxr","236133","78","0.646","0.77","-6.596","0.681","99.165"
"WHEN I'M GONE","3 Doors Down","2003","379","3WbphvawbMZ8FyqDxYGdSQ","260506","69","0.496","0.765","-5.66","0.337","74.072"
"UNWELL","matchbox twenty","2003","332","0PXWpNBYg52gABrn1qL1bD","237266","63","0.442","0.793","-5.152","0.437","80.985"
"RIGHT THURR","Chingy","2003","810","0l3GEbH3CviUytD6iX4wzg","250746","70","0.866","0.749","-3.977","0.891","92.077"
"PICTURE","Kid Rock","2003","322","69j0KoPJuwpnbGWrfn7Yll","298960","66","0.692","0.496","-7.332","0.376","97.945"
"BRING ME TO LIFE","Evanescence","2003","323","0COqiPhxzoWICwFCS4eZcp","235893","79","0.316","0.945","-3.169","0.32","189.931"
"GET LOW","Lil Jon","2003","828","0r2Bul2NuCViraT2zX1l5j","334066","72","0.521","0.625","-7.47","0.136","101.019"
"BABY BOY","Beyonce","2003","604","4WY3HyGXsWqjFRCVD6gnTe","244826","68","0.655","0.488","-9.17","0.791","91.025"
"21 QUESTIONS","50 Cent","2003","632","41bIQPBE1lFN0mmw6Lmssz","224426","71","0.547","0.807","-4.083","0.919","79.823"
"ALL I HAVE","Jennifer Lopez","2003","665","3kgutGd839IOYRl6ekeq6V","254466","58","0.699","0.668","-5.305","0.472","83.074"
"BEAUTIFUL","Christina Aguilera","2003","249","3TCauNPqFiniaYHBvEVoHG","238560","72","0.457","0.573","-3.866","0.0992","76.193"
"BEAUTIFUL","Christina Aguilera","2003","249","4675yUu8AUbE72T94BkLCD","299146","65","0.893","0.74","-4.936","0.963","101.025"
"I KNOW WHAT YOU WANT","Busta Rhymes","2003","891","0YImOCkIJ2PWhCXaURCZnY","324306","67","0.648","0.759","-4.315","0.518","85.996"
"I'M WITH YOU","Avril Lavigne","2003","272","1jlG3KJ3gdYmhfuySFfpO1","223066","67","0.457","0.406","-7.462","0.208","151.95"
"DRIFT AWAY","Uncle Kracker","2003","287","0RFgvrhkf9FiDRLA0BhzpZ","255560","63","0.583","0.66","-5.078","0.861","151.956"
"MAGIC STICK","Lil' Kim","2003","604","0aULRU35N9kTj6O1xMULRR","359973","58","0.849","0.499","-7.872","0.504","92.982"
"P.I.M.P.","50 Cent","2003","804","2D1hlMwWWXpkc3CZJ5U351","249466","68","0.673","0.785","-2.894","0.85","84.607"
"BUMP, BUMP, BUMP","B2K","2003","696","74jMwg2zsFMICzW3Wems6h","282533","68","0.833","0.681","-6.028","0.887","95.48"
"INTO YOU","Fabolous","2003","635","0JC3ynTNoZaWjZHXzeapYy","294093","64","0.677","0.531","-7.683","0.57","91.104"
"CAN'T LET YOU GO","Fabolous","2003","490","6lrRIfQDcikJ5y5DtyZPuJ","223973","63","0.646","0.6","-6.569","0.811","192.082"
"MESMERIZE","Ja Rule","2003","498","2iclfHORMqpR3TxuhwVRhD","278720","68","0.762","0.641","-6.784","0.368","90.089"
"WHERE IS THE LOVE?","Black Eyed Peas","2003","657","3CNqo3gYrfexdrtjFmC9he","272533","70","0.835","0.706","-3.219","0.843","94.086"
"LOSE YOURSELF","Eminem","2003","795","5Z01UMMf7V1o0MzF86s6WJ","326466","81","0.698","0.732","-4.522","0.0689","171.431"
"ROCK WIT U","Ashanti","2003","543","6pWzCKTrKrwbUPzY8RLCoP","209120","64","0.712","0.805","-3.142","0.851","94.973"
"CRY ME A RIVER","Justin Timberlake","2003","614","7Lf7oSEVdzZqTA0kEDSlS5","288333","77","0.624","0.653","-6.582","0.565","73.884"
"HOW YOU GONNA ACT LIKE THAT","Tyrese","2003","708","3OUApyz3jDB3syGUNGqB1d","294693","60","0.733","0.521","-3.657","0.525","112.913"
"ROCK YOUR BODY","Justin Timberlake","2003","616","1AWQoqb9bSvzTjaLralEkT","267266","73","0.891","0.714","-6.055","0.818","100.972"
"NO LETTING GO","Wayne Wonder","2003","253","5dWfl2PBpKHpBVdz95wxK1","202013","61","0.495","0.819","-5.656","0.318","100.213"
"FRONTIN'","Pharrell","2003","455","0iFOG4Ki9aDmJUYUFHQlPG","236506","66","0.894","0.404","-5.913","0.759","102.009"
"LANDSLIDE","Dixie Chicks","2003","189","5hviCr3lgg6LY6noG6DPKs","230549","67","0.571","0.438","-7.007","0.444","145.948"
"DON'T MESS WITH MY MAN","Nivea","2003","625","39YovPslPCXbFYhlYjsZ2Y","213226","67","0.879","0.73","-4.369","0.885","99.925"
"BEAUTIFUL","Snoop Dogg","2003","659","3TCauNPqFiniaYHBvEVoHG","238560","72","0.457","0.573","-3.866","0.0992","76.193"
"BEAUTIFUL","Snoop Dogg","2003","659","4675yUu8AUbE72T94BkLCD","299146","65","0.893","0.74","-4.936","0.963","101.025"
"MISS INDEPENDENT","Kelly Clarkson","2003","298","2CZi8d774dBB0wiuWMIpr8","214786","55","0.655","0.623","-6.302","0.615","175.973"
"CALLING ALL ANGELS","Train","2003","294","0E29BKKGCJHcb7b9oIWgGB","242200","54","0.454","0.839","-5.368","0.529","166.166"
"DAMN","YoungBloodZ","2003","641","0tLOX3QEuQJtz4FMLxHh10","297973","48","0.818","0.711","-5.816","0.496","84.03"
"HEADSTRONG","Trapt","2003","348","1AEYT6VxrxXPMoQUxsY0E4","285569","74","0.492","0.896","-5.819","0.534","184.981"
"IN THOSE JEANS","Ginuwine","2003","327","5ojJNnX5ND2gMGojPd3NiO","243306","61","0.691","0.541","-5.873","0.319","127.683"
"STAND UP","Ludacris","2003","631","2CtCwQhY0ZLvr8L2l8Bo6e","213760","59","0.745","0.841","-4.774","0.767","97.909"
"THE REMEDY","Jason Mraz","2003","428","4tK4ARuilOrBzwVQK73E0Y","256440","58","0.589","0.867","-4.523","0.795","94.519"
"EXCUSE ME MISS","Jay-Z","2003","805","6JW8DqCEOWaj8z5AIx4ugf","280053","49","0.691","0.858","-4.857","0.874","92.773"
"JENNY FROM THE BLOCK","Jennifer Lopez","2003","681","4ZOyH6KjomjlqCz3oFqglr","187840","68","0.844","0.754","-5.46","0.961","100.002"
"FOREVER AND FOR ALWAYS","Shania Twain","2003","395","3IvywxLUIb30oVLH8DWfh6","243493","51","0.483","0.79","-4.737","0.565","85.992"
"I CAN","Nas","2003","731","2NPxL1QqPrD1a7OLHjVcAP","253720","61","0.837","0.885","-3.914","0.694","95.313"
"UNDERNEATH IT ALL","No Doubt","2003","326","4Ctmbw1hJks6cPrr6x8FbC","302720","55","0.73","0.71","-4.978","0.875","138.136"
"IF YOU'RE NOT THE ONE","Daniel Bedingfield","2003","383","4gJoAvFpDvaeqm2EKYGmhb","257160","54","0.682","0.547","-7.705","0.272","120"
"THOIA THOING","R. Kelly","2003","700","5uj2AfrbHQREGXVxhqhvyU","220728","40","0.582","0.642","-4.925","0.936","85.565"
"HERE WITHOUT YOU","3 Doors Down","2003","264","3NLrRZoMF0Lx6zTlYqeIo4","238560","75","0.536","0.55","-6.733","0.234","144.018"
"WANKSTA","50 Cent","2003","671","6rpNe6gSkmiYW6BfSFATi5","219400","53","0.81","0.868","-3.521","0.884","81.018"
"IT'S FIVE O'CLOCK SOMEWHERE","Alan Jackson","2003","365","5oHHMDcVOmPSFrCgdbHPdb","230133","65","0.713","0.772","-6.69","0.88","125.202"
"LIKE GLUE","Sean Paul","2003","644","6pbCkvCENw0suVGr4Ckkae","232506","62","0.757","0.78","-5.038","0.59","97.917"
"CAN'T HOLD US DOWN","Christina Aguilera","2003","724","0cv1Mnb47oMvjVKMc2cyZw","255266","60","0.859","0.658","-4.481","0.538","98.989"
"SHE HATES ME","Puddle Of Mudd","2003","278","16DhvbuyvJob4Q9GHNYu2n","216760","62","0.58","0.748","-5.433","0.584","109.781"
"DON'T WANNA TRY","Frankie J","2003","465","1XE1UGRpvvkaFEeqe1OJpw","245293","50","0.655","0.433","-7.577","0.199","130.127"
"THE JUMP OFF","Lil' Kim","2003","617","6UZS3KgNc0NF13bbtQTzD6","234093","49","0.837","0.736","-8.367","0.905","104.907"
"HELL YEAH","Ginuwine","2003","419","1p149YJfXkHkSzYp4UZUxV","338733","33","0.631","0.714","-7.259","0.653","87.98"
"BEER FOR MY HORSES","Toby Keith","2003","317","7E2DqvnVtbIrFrL5X6YH9Q","204000","63","0.721","0.85","-5.207","0.783","118.991"
"HOLIDAE IN","Chingy","2003","757","0FmCLEHfINGqwlyzvklNqy","314400","62","0.81","0.791","-5.909","0.948","153.067"
"LOVE OF MY LIFE","Erykah Badu","2003","503","0ieS2bue78yadTdPiyzsaO","337573","50","0.618","0.413","-9.311","0.462","87.412"
"FIGHTER","Christina Aguilera","2003","551","7nXq1vaZiz7PdbfojpPjW5","245960","68","0.435","0.92","-1.357","0.45","188.899"
"THUGZ MANSION","2Pac","2003","621","3eBBbAEBQdr6tkUUd8gyuQ","247600","61","0.71","0.642","-6.206","0.891","87.873"
"CLOCKS","Coldplay","2003","167","0BCPKOYdS2jbQ8iyB56Zns","307879","75","0.577","0.749","-7.215","0.261","130.969"
"PUT THAT WOMAN FIRST","Jaheim","2003","580","3OQu3z3okKVmWxSXTTHak5","245773","62","0.649","0.536","-8.804","0.513","78.935"
"19 SOMETHIN'","Mark Wills","2003","287","0ElpjZyX8YBiXuYcDC1Ci9","200466","55","0.588","0.813","-5.042","0.818","90.072"
"RED DIRT ROAD","Brooks and Dunn","2003","320","5QHElgktygMkgRdpPhXfn2","260346","63","0.553","0.864","-4.038","0.437","136.128"
"WHAT WAS I THINKIN'","Dierks Bentley","2003","397","0r8iDf65NHgFgZOGLwj5r8","260826","64","0.551","0.825","-6.24","0.933","164.857"
"FLYING WITHOUT WINGS","Ruben Studdard","2003","237","4vzYcDxBXAUPYDUna4BVeE","226133","36","0.498","0.493","-7.748","0.222","146.049"
"SING FOR THE MOMENT","Eminem","2003","845","3CpoeW0cZSDzIRv5z34F87","339546","73","0.664","0.81","-4.295","0.162","164.052"
"NO SHOES, NO SHIRT, NO PROBLEMS","Kenny Chesney","2003","171","208bYsadJ56km31IENM2qS","209666","56","0.719","0.546","-10.239","0.669","117.925"
"COME OVER","Aaliyah","2003","430","2ZtDmxXvZ3JhoH3ZAuaZkr","246840","13","0.75","0.326","-13.06","0.343","109.023"
"STEP IN THE NAME OF LOVE","R. Kelly","2003","751","7lrAsaTw9CTh5uSr0fvHOd","432146","48","0.775","0.53","-6.564","0.775","94.985"
"LIKE A STONE","Audioslave","2003","212","3YuaBvuZqcwN3CEAyyoaei","293960","76","0.614","0.568","-5.477","0.516","107.849"
"DON'T KNOW WHY","Norah Jones","2003","150","6ybViy2qrO9sIi41EgRJgx","186146","75","0.732","0.198","-11.775","0.618","88.174"
"SUPERMAN","Eminem","2003","1021","4woTEX1wYOTGDqNXuavlRC","350320","73","0.803","0.753","-3.542","0.557","129.998"
"REAL GOOD MAN","Tim McGraw","2003","203","4ns2xaym21aBOOUN1vaBPJ","254600","52","0.56","0.827","-5.393","0.639","89.93"
"SAY YES","Floetry","2003","193","2fE4MbwX3QGMzNaMjGVhtw","268373","60","0.74","0.404","-12.947","0.427","117.887"
"HOW YOU REMIND ME","Nickelback","2002","377","0gmbgwZ8iqyMPmXefof8Yf","223840","79","0.446","0.764","-5.042","0.543","172.094"
"FOOLISH","Ashanti","2002","493","6zMUIb4uce1CzpbjR3vMdN","227386","73","0.477","0.728","-5.71","0.69","89.209"
"WHEREVER YOU WILL GO","Calling","2002","244","5QpaGzWp0hwB5faV8dkbAz","208600","73","0.558","0.719","-5.113","0.371","112.027"
"A THOUSAND MILES","Vanessa Carlton","2002","268","4w1lzcaoZ1IC2K5TwjalRP","237493","77","0.56","0.825","-3.862","0.268","94.931"
"IN THE END","Linkin Park","2002","381","60a0Rd6pjrkxjPbaKzXjfq","216933","84","0.542","0.853","-6.407","0.37","105.256"
"WHAT'S LUV?","Fat Joe","2002","726","2mKouqwAIdQnMP43zxR89r","267093","74","0.835","0.707","-5.074","0.919","93.955"
"U GOT IT BAD","Usher","2002","468","7J41dYQolQJEtj3UmKLu5r","247840","71","0.816","0.5","-4.551","0.649","124.037"
"BLURRY","Puddle Of Mudd","2002","401","6lSr3iZTC144PKhvbPFzMp","304000","64","0.44","0.929","-4.494","0.495","157.49"
"COMPLICATED","Avril Lavigne","2002","457","5xEM5hIgJ1jjgcEBfpkt2F","244506","77","0.585","0.776","-5.898","0.427","77.987"
"ALWAYS ON TIME","Ja Rule","2002","678","4hrae8atte6cRlSC9a7VCO","245063","72","0.607","0.714","-6.007","0.827","96.619"
"AIN'T IT FUNNY","Jennifer Lopez","2002","367","5ahFyKndeg1hqfmNumL3WF","229800","56","0.781","0.746","-2.686","0.786","89.43"
"THE MIDDLE","Jimmy Eat World","2002","269","3mcG2NI5G5vhrQtRda1YnA","168253","78","0.629","0.897","-3.401","0.93","161.944"
"U DON'T HAVE TO CALL","Usher","2002","210","5PCJldueshnwqQVjS16543","269400","58","0.793","0.568","-4.958","0.806","100.005"
"FAMILY AFFAIR","Mary J. Blige","2002","511","3aw9iWUQ3VrPQltgwvN9Xu","265866","71","0.925","0.56","-3.795","0.966","92.895"
"WITHOUT ME","Eminem","2002","783","7lQ8MOhq6IN2w8EYcFNSUk","290320","82","0.929","0.65","-2.882","0.655","112.249"
"HERO","Enrique Iglesias","2002","239","24Gxm7Eh7tO83E26LG0CsY","264600","63","0.567","0.65","-5.478","0.154","76.036"
"HERO","Enrique Iglesias","2002","239","779ooI3rBd0CLqCiiJmtVo","200480","60","0.427","0.843","-4.54","0.304","147.387"
"HERO","Chad Kroeger","2002","230","24Gxm7Eh7tO83E26LG0CsY","264600","63","0.567","0.65","-5.478","0.154","76.036"
"HERO","Chad Kroeger","2002","230","779ooI3rBd0CLqCiiJmtVo","200480","60","0.427","0.843","-4.54","0.304","147.387"
"I'M GONNA BE ALRIGHT","Jennifer Lopez","2002","459","2UbFyKS0gTj9NcGLO4NpyZ","200200","39","0.843","0.612","-4.71","0.791","93.975"
"OH BOY","Cam'ron","2002","563","4gdQ8QShlC3toP9Mkc8DwB","204706","68","0.75","0.771","-5.623","0.822","83.064"
"HEAVEN","DJ Sammy","2002","244","0KT6DLAELYSbgfUemzwGPX","235000","64","0.565","0.942","-6.821","0.569","137.972"
"HEY BABY","No Doubt","2002","480","0qJwsov9fMLYGoPZOompnI","207040","52","0.599","0.877","-3.45","0.79","187.305"
"SOAK UP THE SUN","Sheryl Crow","2002","323","215JYyyUnrJ98NK3KEwu6d","292306","55","0.715","0.75","-4.898","0.71","119.992"
"A MOMENT LIKE THIS","Kelly Clarkson","2002","260","4kvdX9zzsix7jYHsRVkVUH","228280","54","0.414","0.572","-3.918","0.16","145.184"
"HAPPY","Ashanti","2002","307","6CbcdeTQKj0qTaZTt0xkdk","262560","59","0.717","0.508","-6.392","0.681","89.473"
"CAN'T GET YOU OUT OF MY HEAD","Kylie Minogue","2002","378","7MoKXLQeI0Bh2QodCjDO4K","230640","55","0.766","0.563","-7.516","0.964","126.007"
"CLEANIN' OUT MY CLOSET","Eminem","2002","730","7BMO7O7ImjV8HNTH74Tshv","297840","72","0.911","0.743","-5.005","0.878","148.012"
"A WOMAN'S WORTH","Alicia Keys","2002","458","1NRorokmYEtr1koWybvaE4","303333","56","0.667","0.41","-8.323","0.493","75.069"
"7 DAYS","Craig David","2002","497","0gPQTLaqHDgdupKEok7J2x","235133","71","0.659","0.812","-7.499","0.888","83.013"
"HEY MA","Cam'ron","2002","566","0Uhnzk5zI46IRlQ04LNOtc","232533","63","0.722","0.667","-5.737","0.915","180.627"
"MOVE BITCH","Ludacris","2002","653","1Q9b6CeMcDuO0uq5OJCrqu","270866","57","0.782","0.76","-5.705","0.161","177.82"
"CAN'T FIGHT THE MOONLIGHT","LeAnn Rimes","2002","335","10FP9hm2aFfAIKEopqaG9D","215506","63","0.628","0.834","-6.341","0.626","97.865"
"MORE THAN A WOMAN","Aaliyah","2002","366","7shelnJfOa5yGLzOpRRnKI","230693","21","0.417","0.704","-6.046","0.793","86.804"
"I LOVE YOU","Faith Evans","2002","483","6gsmFgUiSTuinJlScwFODv","267160","49","0.489","0.757","-4.062","0.567","168.004"
"LOSE YOURSELF","Eminem","2002","795","5Z01UMMf7V1o0MzF86s6WJ","326466","81","0.698","0.732","-4.522","0.0689","171.431"
"BUTTERFLIES","Michael Jackson","2002","321","0rT9f5BSZrZ6DvzfBEckG0","279160","58","0.708","0.655","-2.69","0.545","89.99"
"WHAT ABOUT US?","Brandy","2002","636","537F8BYzIMOZBl75qwCXy8","250066","38","0.524","0.732","-1.595","0.736","185.932"
"RAINY DAYZ","Mary J. Blige","2002","630","1F1XjwRzMh8KT2BvH6ISkG","276360","45","0.476","0.663","-6.905","0.525","74.884"
"DIFFERENCES","Ginuwine","2002","618","0Uyh92tLyb9JawG8lmWCzJ","265533","70","0.562","0.594","-4.578","0.423","62.876"
"THE WHOLE WORLD","OutKast","2002","792","074v54tSEWLbq3Hu5wf6uh","295346","46","0.815","0.852","-6.176","0.717","184.666"
"UNDERNEATH IT ALL","No Doubt","2002","326","4Ctmbw1hJks6cPrr6x8FbC","302720","55","0.73","0.71","-4.978","0.875","138.136"
"LUV U BETTER","LL Cool J","2002","483","0HJYzGavqzjiKMmm4F0UZv","287000","49","0.646","0.812","-3.932","0.694","95.014"
